,Flow Card?,Bags Checked,Meal Type,Date,Flight Number,From,To,Class,Price
1414,No,3,Dairy Free,2024-03-27,PA005,London,Tokyo,Business Class,655.1999999999999
1421,No,2,Vegan,2024-04-18,PA005,London,Tokyo,Business Class,499.2
1422,No,1,Nut Free,2024-05-12,PA003,London,Perth,Premium Economy,1132.5
1423,No,1,Vegetarian,2024-10-04,PA012,Tokyo,Perth,Business Class,750.0
1426,No,0,None,2024-03-03,PA006,Tokyo,London,Business Class,382.8
1428,No,0,Vegetarian,2024-06-05,PA001,London,New York,Premium Economy,995.0
1431,No,1,None,2024-05-26,PA010,Tokyo,New York,Business Class,736.7999999999998
1432,No,2,Vegan,2024-06-02,PA002,New York,London,First Class,360.0
1434,No,0,None,2024-01-31,PA005,London,Tokyo,Economy,3400.0
1436,No,2,Vegan,2024-09-28,PA007,New York,Perth,Economy,2485.0
1437,No,0,Egg Free,2024-07-22,PA001,London,New York,First Class,650.0
1438,No,1,Vegetarian,2024-10-31,PA012,Tokyo,Perth,Business Class,757.1999999999998
1441,No,0,None,2024-07-04,PA012,Tokyo,Perth,Economy,2030.0
1442,No,1,Dairy Free,2024-07-06,PA010,Tokyo,New York,Business Class,310.8
1447,No,1,Vegetarian,2024-12-29,PA002,New York,London,Economy,2940.0
1448,No,2,None,2024-09-02,PA004,Perth,London,Premium Economy,1605.0
1449,No,1,Nut Free,2024-05-24,PA008,Perth,New York,Business Class,585.6
1451,No,2,Nut Free,2024-03-26,PA010,Tokyo,New York,Premium Economy,1330.0
1453,No,1,Vegetarian,2024-04-16,PA001,London,New York,Premium Economy,965.0
1454,No,2,Vegan,2024-07-28,PA007,New York,Perth,Premium Economy,540.0
1455,No,2,Egg Free,2024-09-01,PA003,London,Perth,Economy,2285.0
1456,No,3,Vegan,2024-11-18,PA012,Tokyo,Perth,First Class,280.0
1458,No,2,Dairy Free,2024-07-03,PA007,New York,Perth,Economy,2190.0
1459,No,1,Vegetarian,2024-10-30,PA005,London,Tokyo,Business Class,708.0
1462,No,3,Nut Free,2024-06-30,PA011,Perth,Tokyo,Economy,3465.0
1463,No,3,Nut Free,2024-07-04,PA011,Perth,Tokyo,First Class,317.0
1465,No,0,Vegetarian,2024-10-14,PA009,New York,Tokyo,Economy,3325.0
1466,No,1,Vegan,2024-09-11,PA004,Perth,London,Premium Economy,1605.0
1467,No,2,Vegan,2024-09-26,PA003,London,Perth,First Class,651.0
1468,No,0,Egg Free,2024-12-08,PA006,Tokyo,London,Premium Economy,732.5
1471,No,2,None,2024-07-11,PA008,Perth,New York,Premium Economy,1295.0
1472,No,1,Egg Free,2024-12-25,PA008,Perth,New York,First Class,238.0
1473,No,0,None,2024-12-02,PA006,Tokyo,London,Business Class,279.6
1474,No,1,Dairy Free,2024-01-08,PA009,New York,Tokyo,Premium Economy,867.5
1475,No,0,Dairy Free,2024-09-22,PA002,New York,London,Premium Economy,737.5
1476,No,2,Egg Free,2024-02-28,PA008,Perth,New York,Economy,1170.0
1477,No,2,None,2024-10-30,PA011,Perth,Tokyo,Premium Economy,617.5
1479,No,0,Vegan,2024-07-30,PA008,Perth,New York,Premium Economy,1560.0
1480,No,2,Nut Free,2024-12-17,PA004,Perth,London,Business Class,244.8
1482,No,3,None,2024-02-25,PA005,London,Tokyo,First Class,287.0
1484,No,2,Nut Free,2024-12-16,PA005,London,Tokyo,Premium Economy,820.0
1486,No,2,Egg Free,2024-11-09,PA002,New York,London,Premium Economy,1012.5
1488,No,0,Dairy Free,2024-11-05,PA010,Tokyo,New York,Business Class,544.8
1489,No,2,Egg Free,2024-08-13,PA011,Perth,Tokyo,First Class,577.0
1490,No,3,None,2024-06-30,PA007,New York,Perth,Business Class,817.1999999999998
1494,No,3,Egg Free,2024-06-08,PA001,London,New York,Economy,2045.0
1496,No,2,Vegetarian,2024-07-14,PA001,London,New York,Business Class,704.4
1497,No,1,Vegan,2024-10-27,PA010,Tokyo,New York,Business Class,789.6
1501,No,0,Vegetarian,2024-03-29,PA005,London,Tokyo,Business Class,453.6
1505,No,2,None,2024-12-28,PA004,Perth,London,Business Class,693.6
1506,No,3,None,2024-01-08,PA009,New York,Tokyo,Business Class,290.4
1507,No,0,None,2024-12-25,PA007,New York,Perth,Premium Economy,545.0
1511,No,0,Nut Free,2024-04-02,PA007,New York,Perth,Business Class,330.0
1512,No,2,None,2024-07-17,PA003,London,Perth,Economy,2020.0
1515,No,0,Dairy Free,2024-06-30,PA003,London,Perth,First Class,491.0
1517,No,2,Vegetarian,2024-04-30,PA012,Tokyo,Perth,Business Class,268.8
1518,No,2,Dairy Free,2024-08-19,PA001,London,New York,Business Class,380.4
1520,No,1,None,2024-12-10,PA003,London,Perth,First Class,580.0
1521,No,3,Vegan,2024-08-25,PA006,Tokyo,London,Economy,1460.0
1522,No,1,Vegetarian,2024-12-13,PA012,Tokyo,Perth,Economy,2165.0
1526,No,1,Nut Free,2024-09-18,PA002,New York,London,Premium Economy,1115.0
1527,No,1,Vegan,2024-05-14,PA011,Perth,Tokyo,First Class,670.0
1528,No,2,Dairy Free,2024-01-23,PA001,London,New York,Premium Economy,1687.5
1530,No,3,Vegetarian,2024-07-17,PA009,New York,Tokyo,Premium Economy,1502.5
1531,No,1,Nut Free,2024-09-18,PA009,New York,Tokyo,Premium Economy,772.5
1533,No,1,None,2024-03-12,PA006,Tokyo,London,Business Class,736.7999999999998
1534,No,0,Dairy Free,2024-01-12,PA004,Perth,London,First Class,626.0
1538,No,0,Vegetarian,2024-08-30,PA004,Perth,London,Premium Economy,1747.5
1541,No,0,Egg Free,2024-06-15,PA010,Tokyo,New York,Economy,3125.0
1543,No,2,Dairy Free,2024-05-23,PA007,New York,Perth,First Class,509.0
1545,No,2,Nut Free,2024-12-21,PA012,Tokyo,Perth,Economy,1890.0
1549,No,0,Vegetarian,2024-06-17,PA005,London,Tokyo,Business Class,696.0
1551,No,2,Vegan,2024-04-13,PA004,Perth,London,Premium Economy,592.5
1552,No,1,Vegan,2024-11-18,PA007,New York,Perth,Business Class,823.1999999999998
1555,No,0,Dairy Free,2024-04-11,PA006,Tokyo,London,Economy,1345.0
1557,No,0,Vegetarian,2024-01-09,PA008,Perth,New York,First Class,554.0
1560,No,0,Dairy Free,2024-09-15,PA011,Perth,Tokyo,Economy,3015.0
1563,No,3,None,2024-11-28,PA010,Tokyo,New York,Economy,1355.0
1566,No,1,Vegan,2024-07-01,PA011,Perth,Tokyo,Business Class,691.1999999999999
1567,No,1,Nut Free,2024-08-19,PA005,London,Tokyo,Business Class,812.4
1572,No,1,Vegan,2024-12-23,PA006,Tokyo,London,Economy,2055.0
1574,No,0,Dairy Free,2024-04-12,PA004,Perth,London,Premium Economy,1597.5
1576,No,0,Nut Free,2024-06-27,PA007,New York,Perth,Premium Economy,1180.0
1578,No,2,Vegetarian,2024-09-28,PA010,Tokyo,New York,First Class,309.0
1581,No,2,None,2024-11-22,PA005,London,Tokyo,Premium Economy,1512.5
1583,No,1,None,2024-09-23,PA003,London,Perth,Premium Economy,615.0
1585,No,1,Vegetarian,2024-11-09,PA005,London,Tokyo,First Class,403.0
1591,No,3,Vegetarian,2024-08-18,PA012,Tokyo,Perth,Economy,1640.0
1594,No,1,Dairy Free,2024-04-25,PA004,Perth,London,Economy,2000.0
1595,No,1,Vegan,2024-12-23,PA009,New York,Tokyo,Business Class,388.8
1597,No,1,Egg Free,2024-05-05,PA012,Tokyo,Perth,First Class,487.0
1598,No,0,Nut Free,2024-12-21,PA004,Perth,London,Economy,2905.0
1599,No,0,Dairy Free,2024-10-08,PA008,Perth,New York,Premium Economy,545.0
1602,No,0,Vegetarian,2024-09-22,PA001,London,New York,Premium Economy,1427.5
1603,No,3,Vegan,2024-12-15,PA012,Tokyo,Perth,Economy,3040.0
1605,No,0,Nut Free,2024-06-01,PA001,London,New York,Business Class,651.6
1606,No,0,None,2024-12-07,PA010,Tokyo,New York,Business Class,361.2
1608,No,2,Dairy Free,2024-05-26,PA011,Perth,Tokyo,First Class,473.0
1609,No,3,Vegetarian,2024-11-28,PA006,Tokyo,London,Business Class,795.6
1613,No,0,None,2024-03-14,PA002,New York,London,Economy,2705.0
1615,No,3,Vegan,2024-01-30,PA004,Perth,London,Economy,3370.0
1620,No,0,None,2024-10-09,PA010,Tokyo,New York,Business Class,320.4
1622,No,0,Egg Free,2024-12-18,PA004,Perth,London,First Class,622.0
1623,No,0,Nut Free,2024-10-24,PA003,London,Perth,Premium Economy,1672.5
1626,No,3,Egg Free,2024-01-06,PA012,Tokyo,Perth,Economy,1630.0
1627,No,3,Egg Free,2024-11-07,PA012,Tokyo,Perth,Economy,2040.0
1628,No,0,None,2024-04-18,PA006,Tokyo,London,Premium Economy,1365.0
1629,No,1,Egg Free,2024-11-01,PA001,London,New York,Economy,1585.0
1632,No,3,Vegetarian,2024-06-11,PA009,New York,Tokyo,Business Class,374.4
1636,No,3,Nut Free,2024-01-22,PA012,Tokyo,Perth,Economy,1910.0
1637,No,0,Dairy Free,2024-11-06,PA001,London,New York,Premium Economy,1200.0
1641,No,2,Dairy Free,2024-03-18,PA007,New York,Perth,Business Class,763.1999999999998
1642,No,0,Vegetarian,2024-09-23,PA008,Perth,New York,Premium Economy,882.5
1644,No,3,None,2024-08-10,PA007,New York,Perth,Premium Economy,1252.5
1645,No,0,Vegan,2024-06-15,PA011,Perth,Tokyo,First Class,449.0
1651,No,2,None,2024-09-02,PA005,London,Tokyo,Economy,1745.0
1652,No,0,Nut Free,2024-08-27,PA004,Perth,London,Economy,1405.0
1654,No,0,Vegetarian,2024-01-25,PA010,Tokyo,New York,Economy,1080.0
1656,No,2,Egg Free,2024-08-26,PA005,London,Tokyo,Business Class,740.4
1661,No,0,Nut Free,2024-07-26,PA008,Perth,New York,Economy,2280.0
1663,No,3,Nut Free,2024-06-16,PA001,London,New York,Premium Economy,1380.0
1666,No,2,Nut Free,2024-05-09,PA011,Perth,Tokyo,Business Class,430.8
1667,No,3,Vegetarian,2024-04-08,PA001,London,New York,First Class,530.0
1668,No,2,Egg Free,2024-06-03,PA003,London,Perth,Premium Economy,1252.5
1670,No,2,Vegan,2024-08-28,PA012,Tokyo,Perth,Economy,3150.0
1671,No,1,Dairy Free,2024-09-01,PA009,New York,Tokyo,First Class,533.0
1672,No,3,Dairy Free,2024-08-22,PA006,Tokyo,London,Premium Economy,1405.0
1673,No,2,Vegetarian,2024-08-16,PA002,New York,London,Premium Economy,1160.0
1674,No,3,Vegetarian,2024-02-18,PA008,Perth,New York,First Class,300.0
1676,No,1,Dairy Free,2024-05-31,PA004,Perth,London,First Class,676.0
1678,No,0,Nut Free,2024-05-16,PA011,Perth,Tokyo,Economy,2565.0
1680,No,1,Dairy Free,2024-05-22,PA012,Tokyo,Perth,Premium Economy,1605.0
1681,No,3,None,2024-02-17,PA001,London,New York,First Class,683.0
1682,No,2,Vegan,2024-03-17,PA001,London,New York,Premium Economy,990.0
1683,No,1,Nut Free,2024-12-15,PA009,New York,Tokyo,Premium Economy,590.0
1684,No,2,None,2024-04-30,PA011,Perth,Tokyo,Economy,2105.0
1685,No,3,Vegetarian,2024-02-29,PA003,London,Perth,Business Class,489.6
1690,No,3,Vegan,2024-07-14,PA008,Perth,New York,First Class,390.0
1691,No,1,Egg Free,2024-07-22,PA006,Tokyo,London,Business Class,445.2
1694,No,1,Nut Free,2024-09-13,PA003,London,Perth,Premium Economy,1562.5
1695,No,3,Vegetarian,2024-12-26,PA004,Perth,London,Premium Economy,1522.5
1696,No,2,Dairy Free,2024-05-10,PA012,Tokyo,Perth,Economy,2030.0
1697,No,0,Vegan,2024-02-21,PA007,New York,Perth,Premium Economy,1247.5
1698,No,2,Vegetarian,2024-05-12,PA001,London,New York,Business Class,786.0
1699,No,1,Vegetarian,2024-11-29,PA009,New York,Tokyo,Premium Economy,1607.5
1700,No,0,Nut Free,2024-12-13,PA003,London,Perth,First Class,588.0
1701,No,3,Vegan,2024-03-19,PA001,London,New York,Economy,1835.0
1704,No,2,Nut Free,2024-11-29,PA010,Tokyo,New York,First Class,584.0
1705,No,0,Vegetarian,2024-09-03,PA009,New York,Tokyo,Business Class,382.8
1710,No,1,None,2024-12-21,PA002,New York,London,First Class,476.0
1715,No,1,Egg Free,2024-08-07,PA010,Tokyo,New York,Business Class,428.4
1716,No,2,None,2024-01-03,PA011,Perth,Tokyo,Premium Economy,1075.0
1717,No,3,Vegan,2024-11-27,PA002,New York,London,Economy,1675.0
1718,No,1,None,2024-02-24,PA007,New York,Perth,Business Class,362.4
1719,No,3,None,2024-12-12,PA008,Perth,New York,Premium Economy,1175.0
1721,No,1,Nut Free,2024-07-21,PA012,Tokyo,Perth,First Class,346.0
1726,No,0,Dairy Free,2024-09-05,PA007,New York,Perth,Premium Economy,1135.0
1727,No,2,Dairy Free,2024-04-25,PA008,Perth,New York,First Class,694.0
1728,No,1,Dairy Free,2024-08-03,PA003,London,Perth,Business Class,422.4
1729,No,3,Egg Free,2024-03-05,PA012,Tokyo,Perth,First Class,429.0
1731,No,1,Vegetarian,2024-12-23,PA010,Tokyo,New York,Economy,1130.0
1738,No,1,Nut Free,2024-06-12,PA009,New York,Tokyo,Premium Economy,1457.5
1742,No,1,Dairy Free,2024-10-14,PA009,New York,Tokyo,Economy,1435.0
1746,No,0,Vegan,2024-04-12,PA004,Perth,London,Premium Economy,925.0
1748,No,1,Vegan,2024-10-18,PA008,Perth,New York,Economy,3025.0
1750,No,3,Vegetarian,2024-12-08,PA002,New York,London,First Class,220.0
1752,No,0,Vegan,2024-10-12,PA008,Perth,New York,Economy,2620.0
1756,No,2,Dairy Free,2024-10-23,PA003,London,Perth,Premium Economy,1202.5
1757,No,3,Vegan,2024-03-18,PA003,London,Perth,Premium Economy,547.5
1758,No,3,None,2024-12-17,PA008,Perth,New York,Premium Economy,617.5
1759,No,3,Nut Free,2024-05-16,PA001,London,New York,Business Class,542.4
1761,No,0,Vegetarian,2024-09-17,PA012,Tokyo,Perth,Business Class,631.1999999999999
1762,No,3,Nut Free,2024-06-08,PA003,London,Perth,Business Class,241.2
1764,No,1,Vegetarian,2024-02-24,PA002,New York,London,First Class,276.0
1765,No,2,Egg Free,2024-09-13,PA002,New York,London,Business Class,586.8
1766,No,1,Vegan,2024-11-23,PA009,New York,Tokyo,Business Class,618.0
1769,No,2,None,2024-08-05,PA002,New York,London,Premium Economy,1655.0
1770,No,0,Egg Free,2024-07-25,PA011,Perth,Tokyo,First Class,443.0
1771,No,1,Dairy Free,2024-06-24,PA006,Tokyo,London,Economy,1620.0
1772,No,2,Vegan,2024-04-23,PA008,Perth,New York,Business Class,558.0
1776,No,2,Vegan,2024-04-12,PA002,New York,London,Premium Economy,1397.5
1778,No,3,Dairy Free,2024-04-23,PA003,London,Perth,Premium Economy,1490.0
1780,No,2,Dairy Free,2024-11-07,PA008,Perth,New York,Premium Economy,1377.5
1783,No,1,Egg Free,2024-01-18,PA012,Tokyo,Perth,First Class,397.0
1787,No,3,None,2024-01-03,PA007,New York,Perth,Premium Economy,815.0
1789,No,3,None,2024-11-18,PA004,Perth,London,First Class,264.0
1791,No,2,None,2024-09-01,PA012,Tokyo,Perth,Premium Economy,725.0
1792,No,3,Vegan,2024-07-11,PA011,Perth,Tokyo,First Class,423.0
1797,No,1,Vegan,2024-06-15,PA009,New York,Tokyo,First Class,599.0
1798,No,1,Egg Free,2024-12-14,PA005,London,Tokyo,First Class,214.0
1799,No,0,None,2024-05-09,PA004,Perth,London,Economy,2660.0
1801,No,1,Nut Free,2024-01-20,PA002,New York,London,Economy,1730.0
1803,No,1,None,2024-12-25,PA004,Perth,London,Business Class,762.0
1804,No,3,Vegan,2024-07-20,PA004,Perth,London,First Class,636.0
1807,No,3,None,2024-10-30,PA009,New York,Tokyo,First Class,228.0
1809,No,2,Nut Free,2024-07-22,PA005,London,Tokyo,Premium Economy,587.5
1810,No,1,Vegan,2024-06-28,PA010,Tokyo,New York,Premium Economy,640.0
1812,No,0,Dairy Free,2024-06-07,PA005,London,Tokyo,Premium Economy,1570.0
1813,No,3,Egg Free,2024-03-01,PA004,Perth,London,First Class,586.0
1814,No,2,Nut Free,2024-11-26,PA010,Tokyo,New York,First Class,415.0
1816,No,1,Nut Free,2024-01-27,PA002,New York,London,Premium Economy,1702.5
1819,No,2,Vegan,2024-11-20,PA006,Tokyo,London,Business Class,536.4
1820,No,1,Vegetarian,2024-07-22,PA006,Tokyo,London,First Class,249.0
1822,No,3,Dairy Free,2024-08-12,PA004,Perth,London,Business Class,464.4
1824,No,2,Egg Free,2024-12-25,PA007,New York,Perth,Business Class,754.7999999999998
1826,No,1,Vegan,2024-05-10,PA005,London,Tokyo,Premium Economy,605.0
1829,No,1,Egg Free,2024-03-16,PA001,London,New York,Economy,2370.0
1831,No,2,Vegetarian,2024-10-21,PA004,Perth,London,Business Class,583.1999999999999
1832,No,2,Vegan,2024-03-23,PA006,Tokyo,London,Business Class,661.1999999999999
1834,No,0,Vegetarian,2024-11-01,PA009,New York,Tokyo,Premium Economy,532.5
1835,No,1,Nut Free,2024-01-12,PA003,London,Perth,Economy,2470.0
1836,No,0,Vegetarian,2024-07-24,PA004,Perth,London,Premium Economy,1437.5
1837,No,3,None,2024-10-28,PA005,London,Tokyo,Economy,1540.0
1839,No,3,Egg Free,2024-12-15,PA012,Tokyo,Perth,Economy,2155.0
1840,No,1,Dairy Free,2024-12-17,PA011,Perth,Tokyo,Economy,3370.0
1841,No,1,Dairy Free,2024-02-12,PA005,London,Tokyo,Business Class,241.2
1842,No,0,Nut Free,2024-05-19,PA010,Tokyo,New York,Economy,1810.0
1844,No,3,Egg Free,2024-03-25,PA011,Perth,Tokyo,First Class,358.0
1845,No,2,Dairy Free,2024-03-20,PA008,Perth,New York,Business Class,277.2
1846,No,0,Egg Free,2024-11-03,PA001,London,New York,First Class,200.0
1847,No,1,Vegan,2024-07-16,PA006,Tokyo,London,Premium Economy,542.5
1848,No,3,None,2024-04-29,PA009,New York,Tokyo,Business Class,656.4
1849,No,0,None,2024-04-28,PA002,New York,London,Economy,2035.0
1852,No,1,Vegan,2024-06-27,PA006,Tokyo,London,Business Class,468.0
1853,No,0,Egg Free,2024-01-31,PA002,New York,London,Business Class,368.4
1854,No,3,Nut Free,2024-12-07,PA009,New York,Tokyo,Premium Economy,855.0
1857,No,2,Nut Free,2024-11-29,PA003,London,Perth,Premium Economy,527.5
1858,No,3,None,2024-07-31,PA002,New York,London,Premium Economy,942.5
1861,No,1,Egg Free,2024-04-03,PA009,New York,Tokyo,Economy,2510.0
1864,No,3,None,2024-12-07,PA004,Perth,London,First Class,632.0
1865,No,3,None,2024-01-25,PA007,New York,Perth,Business Class,784.7999999999998
1869,No,0,Vegetarian,2024-02-19,PA003,London,Perth,Business Class,771.6
1872,No,2,Vegetarian,2024-09-01,PA004,Perth,London,Premium Economy,1700.0
1874,No,2,Dairy Free,2024-12-08,PA003,London,Perth,First Class,545.0
1876,No,2,Dairy Free,2024-04-09,PA002,New York,London,First Class,604.0
1878,No,2,None,2024-08-10,PA012,Tokyo,Perth,First Class,259.0
1882,No,2,Egg Free,2024-02-28,PA011,Perth,Tokyo,First Class,443.0
1883,No,1,Egg Free,2024-02-19,PA005,London,Tokyo,Business Class,690.0
1884,No,2,Egg Free,2024-03-10,PA003,London,Perth,Economy,1490.0
1887,No,0,Vegan,2024-03-25,PA001,London,New York,Economy,2905.0
1888,No,2,Vegan,2024-09-08,PA007,New York,Perth,Premium Economy,707.5
1890,No,3,Vegetarian,2024-02-29,PA007,New York,Perth,First Class,268.0
1892,No,2,None,2024-04-21,PA001,London,New York,Economy,3265.0
1893,No,3,Dairy Free,2024-02-15,PA010,Tokyo,New York,Economy,1830.0
1894,No,3,None,2024-11-05,PA005,London,Tokyo,Business Class,288.0
1897,No,0,Vegan,2024-06-25,PA007,New York,Perth,Premium Economy,1425.0
1899,No,1,None,2024-08-02,PA001,London,New York,Premium Economy,1722.5
1900,No,0,Vegetarian,2024-08-07,PA009,New York,Tokyo,First Class,580.0
1901,No,0,Dairy Free,2024-11-29,PA004,Perth,London,Business Class,249.6
1902,No,2,Vegan,2024-07-14,PA009,New York,Tokyo,Business Class,402.0
1903,No,1,Egg Free,2024-03-02,PA006,Tokyo,London,First Class,340.0
1904,No,1,None,2024-02-22,PA006,Tokyo,London,Economy,1225.0
1905,No,3,Vegan,2024-11-21,PA010,Tokyo,New York,Business Class,795.6
1908,No,0,Egg Free,2024-11-01,PA003,London,Perth,Business Class,658.8
1910,No,1,Vegan,2024-02-15,PA012,Tokyo,Perth,Business Class,280.8
1913,No,0,None,2024-07-22,PA010,Tokyo,New York,First Class,365.0
1914,No,2,Egg Free,2024-12-13,PA002,New York,London,Economy,2035.0
1915,No,2,None,2024-11-24,PA001,London,New York,Business Class,406.8
1916,No,0,Vegetarian,2024-01-17,PA009,New York,Tokyo,Business Class,800.4
1922,No,3,Egg Free,2024-07-24,PA008,Perth,New York,Business Class,405.6
1924,No,2,Vegetarian,2024-06-17,PA006,Tokyo,London,Economy,3280.0
1925,No,2,Dairy Free,2024-10-16,PA002,New York,London,Economy,3215.0
1927,No,0,Egg Free,2024-03-12,PA010,Tokyo,New York,Premium Economy,655.0
1930,No,3,Vegetarian,2024-11-19,PA001,London,New York,Business Class,726.0
1931,No,1,None,2024-04-14,PA011,Perth,Tokyo,Economy,2805.0
1934,No,2,None,2024-07-20,PA002,New York,London,Economy,3225.0
1936,No,1,Nut Free,2024-05-27,PA010,Tokyo,New York,Economy,2205.0
1938,No,0,Vegan,2024-05-05,PA007,New York,Perth,First Class,644.0
1939,No,2,Nut Free,2024-06-16,PA011,Perth,Tokyo,First Class,368.0
1940,No,3,Vegan,2024-02-19,PA008,Perth,New York,Economy,1410.0
1944,No,0,Vegetarian,2024-04-09,PA003,London,Perth,First Class,249.0
1946,No,1,Egg Free,2024-01-31,PA005,London,Tokyo,Premium Economy,1457.5
1947,No,2,Dairy Free,2024-04-18,PA002,New York,London,Economy,1740.0
1949,No,1,Dairy Free,2024-12-23,PA008,Perth,New York,First Class,366.0
1951,No,2,Vegan,2024-01-19,PA012,Tokyo,Perth,Economy,3050.0
1952,No,2,Egg Free,2024-10-23,PA002,New York,London,First Class,397.0
1956,No,2,Dairy Free,2024-09-25,PA006,Tokyo,London,Premium Economy,1495.0
1957,No,3,Egg Free,2024-04-20,PA012,Tokyo,Perth,Economy,1075.0
1961,No,2,Dairy Free,2024-08-22,PA005,London,Tokyo,Economy,1385.0
1962,No,2,Dairy Free,2024-08-19,PA007,New York,Perth,First Class,201.0
1963,No,1,Nut Free,2024-10-31,PA009,New York,Tokyo,First Class,524.0
1965,No,0,Vegetarian,2024-04-06,PA012,Tokyo,Perth,Business Class,638.4
1967,No,1,Vegetarian,2024-06-17,PA005,London,Tokyo,Economy,2335.0
1969,No,0,Vegan,2024-05-26,PA012,Tokyo,Perth,Premium Economy,1625.0
1970,No,3,Dairy Free,2024-01-16,PA012,Tokyo,Perth,Economy,2680.0
1971,No,3,None,2024-09-15,PA006,Tokyo,London,First Class,588.0
1972,No,3,Nut Free,2024-06-01,PA004,Perth,London,Economy,1430.0
1973,No,1,Egg Free,2024-10-24,PA010,Tokyo,New York,Economy,2505.0
1974,No,2,Nut Free,2024-12-11,PA007,New York,Perth,First Class,446.0
1977,No,2,Nut Free,2024-07-05,PA005,London,Tokyo,Economy,1070.0
1978,No,2,Egg Free,2024-10-16,PA005,London,Tokyo,Economy,2665.0
1979,No,1,Egg Free,2024-01-06,PA006,Tokyo,London,Economy,3440.0
1980,No,0,None,2024-06-18,PA011,Perth,Tokyo,Premium Economy,802.5
1982,No,0,Vegetarian,2024-10-07,PA003,London,Perth,Economy,1445.0
1983,No,3,Nut Free,2024-02-29,PA001,London,New York,First Class,409.0
1986,No,0,None,2024-11-21,PA003,London,Perth,Premium Economy,797.5
1988,No,1,Egg Free,2024-10-10,PA006,Tokyo,London,Premium Economy,1672.5
1989,No,2,Vegan,2024-01-20,PA010,Tokyo,New York,First Class,696.0
1991,No,3,Nut Free,2024-12-24,PA007,New York,Perth,Business Class,301.2
1995,No,1,Egg Free,2024-01-31,PA005,London,Tokyo,Economy,1365.0
1996,No,3,None,2024-05-17,PA006,Tokyo,London,Business Class,688.8
1997,No,0,Egg Free,2024-08-18,PA005,London,Tokyo,Economy,1000.0
1999,No,1,None,2024-04-29,PA002,New York,London,First Class,282.0
2001,No,3,Vegan,2024-04-11,PA005,London,Tokyo,Premium Economy,1002.5
2002,No,0,Dairy Free,2024-08-22,PA007,New York,Perth,Premium Economy,1007.5
2004,No,1,Vegetarian,2024-02-12,PA002,New York,London,First Class,288.0
2010,No,0,Vegan,2024-12-14,PA007,New York,Perth,First Class,384.0
2011,No,2,Egg Free,2024-08-26,PA003,London,Perth,Economy,3165.0
2013,No,1,Nut Free,2024-08-01,PA004,Perth,London,Business Class,364.8
2015,No,1,Vegetarian,2024-12-20,PA011,Perth,Tokyo,Premium Economy,577.5
2024,No,2,Vegan,2024-01-16,PA009,New York,Tokyo,Economy,3365.0
2025,No,0,Nut Free,2024-04-09,PA009,New York,Tokyo,Premium Economy,1427.5
2027,No,3,Vegan,2024-05-05,PA008,Perth,New York,First Class,253.0
2029,No,2,None,2024-03-01,PA010,Tokyo,New York,Economy,1710.0
2031,No,3,Dairy Free,2024-07-14,PA008,Perth,New York,First Class,556.0
2032,No,0,Egg Free,2024-07-30,PA010,Tokyo,New York,Business Class,328.8
2035,No,0,Vegan,2024-05-22,PA012,Tokyo,Perth,First Class,251.0
2037,No,3,Egg Free,2024-02-27,PA004,Perth,London,Business Class,667.1999999999999
2038,No,0,Dairy Free,2024-08-07,PA009,New York,Tokyo,Economy,3270.0
2044,No,2,Egg Free,2024-08-02,PA006,Tokyo,London,Business Class,540.0
2045,No,0,Vegan,2024-03-05,PA005,London,Tokyo,Business Class,709.1999999999999
2050,No,2,Dairy Free,2024-02-28,PA011,Perth,Tokyo,First Class,438.0
2051,No,3,None,2024-12-24,PA005,London,Tokyo,Business Class,597.6
2054,No,0,Nut Free,2024-03-05,PA008,Perth,New York,Premium Economy,1377.5
2056,No,2,None,2024-11-27,PA006,Tokyo,London,Premium Economy,1250.0
2057,No,0,Egg Free,2024-06-17,PA009,New York,Tokyo,Economy,2790.0
2059,No,2,None,2024-05-06,PA007,New York,Perth,Premium Economy,710.0
2061,No,2,None,2024-11-04,PA011,Perth,Tokyo,Premium Economy,1520.0
2062,No,0,Nut Free,2024-11-17,PA007,New York,Perth,Premium Economy,1255.0
2063,No,3,Vegan,2024-12-22,PA004,Perth,London,Economy,1395.0
2066,No,0,Dairy Free,2024-02-19,PA005,London,Tokyo,Economy,2600.0
2067,No,2,Nut Free,2024-10-01,PA012,Tokyo,Perth,First Class,518.0
2071,No,3,Vegan,2024-02-08,PA010,Tokyo,New York,Economy,1895.0
2072,No,0,Vegan,2024-06-12,PA001,London,New York,Premium Economy,1540.0
2075,No,2,Nut Free,2024-01-25,PA010,Tokyo,New York,Economy,1200.0
2078,No,2,Vegetarian,2024-07-17,PA004,Perth,London,Economy,1735.0
2081,No,0,Egg Free,2024-12-09,PA012,Tokyo,Perth,Premium Economy,1515.0
2083,No,2,None,2024-01-09,PA010,Tokyo,New York,First Class,252.0
2085,No,0,Vegetarian,2024-09-26,PA002,New York,London,Business Class,246.0
2087,No,3,Vegan,2024-05-13,PA007,New York,Perth,First Class,205.0
2089,No,1,Egg Free,2024-02-26,PA003,London,Perth,Economy,2320.0
2090,No,1,Vegan,2024-06-11,PA012,Tokyo,Perth,Business Class,678.0
2092,No,3,Egg Free,2024-10-28,PA003,London,Perth,Premium Economy,557.5
2094,No,3,Egg Free,2024-09-06,PA002,New York,London,Business Class,320.4
